Taxonomy,A3,A5,A6,A9,A31,A51,A52,A53,A54,A59,A67,A68,A69,A71,A73,A76,A78,A87,A89,A93,A101,A109,A113,A114,A115,A142,A144,A149,A164,A165,B1,B2,B3,B5,B6,B7,B8,B13,B14,B28,B29,B36,B37,B94,B99,B103,B106,B111,B114,B115,B120,B127,B132,B141,B142,B143,B152,B156,B158,B164
g__Clostridium;s__Clostridium sp. AT5,814,250,721,208,703,818,584,282,483,135,619,488,987,151,709,251,646,381,471,83,550,657,569,120,576,188,155,496,508,180,104,128,261,118,105,53,148,198,66,660,905,67,793,845,668,185,236,226,181,181,124,418,202,558,692,927,146,355,450,129
g__Bacteroides;s__Bacteroides stercoris,93,762,746,890,333,415,390,711,381,768,112,666,378,808,438,925,834,781,447,60,187,757,867,790,732,96,745,986,348,871,49,15,664,688,46,58,663,18,659,127,101,31,111,127,190,657,674,135,62,153,699,23,34,706,419,36,130,109,40,10
g__Clostridium;s__Clostridium sp. CAG:302,3,4,3,761,40,29,42,46,107,937,2,32,69,47,38,32,50,9,54,1,982,194,979,902,21,916,9,46,47,66,27,2,1,949,3,2,24,2,2,3,0,5,8,9,3,976,5,39,529,2,17,948,432,955,387,3,13,9,7,8
g__Bacteroides;s__Bacteroides ovatus,569,439,402,689,882,322,928,624,476,799,656,596,809,561,772,981,915,781,893,595,542,285,668,697,715,538,760,865,742,537,503,610,593,614,545,474,622,558,413,586,769,432,666,645,230,581,632,747,797,476,711,391,552,631,515,93,366,840,554,257
g__Unclassified;s__Lachnospiraceae bacterium TF01-11,20,20,5,741,394,61,801,438,69,54,23,30,52,110,36,49,56,21,66,21,57,41,46,43,15,164,975,66,106,29,20,26,39,38,20,46,453,67,17,19,20,682,27,23,20,20,12,834,458,64,25,303,104,37,38,17,26,450,25,10
g__Unclassified;s__Firmicutes bacterium CAG:129,33,202,22,757,120,127,85,212,802,607,21,44,64,822,39,338,527,27,65,106,161,47,140,964,25,809,156,200,669,661,190,121,67,848,101,85,527,125,20,34,18,42,32,57,17,217,705,682,503,162,969,662,850,116,82,29,117,658,24,159
g__Blautia;s__[Ruminococcus] torques,161,919,170,280,288,337,813,631,658,681,66,721,311,742,255,782,415,716,227,576,685,131,282,816,222,662,949,528,238,547,821,679,109,769,422,675,170,725,69,124,114,490,269,278,133,535,766,552,746,613,731,684,765,230,701,128,207,562,215,121
g__Sutterella;s__Sutterella sp. CAG:397,2,9,9,9,59,78,58,62,52,777,1,68,55,912,57,73,61,4,787,20,9,777,702,11,0,30,30,70,788,536,12,16,13,947,2,1,4,7,2,17,9,23,31,32,6,9,8,3,22,9,14,12,1,9,9,20,4,9,19,3
g__Unclassified;s__Firmicutes bacterium CAG:170,27,73,43,863,86,110,45,338,86,585,29,34,79,594,21,101,142,226,28,328,155,11,263,941,13,666,235,172,124,494,281,298,273,672,81,79,266,339,13,18,18,20,27,28,55,530,343,521,881,105,738,401,432,267,125,6,85,258,60,39
g__Parabacteroides;s__Parabacteroides merdae,847,323,743,768,165,190,521,884,210,788,57,150,803,824,185,940,719,94,253,673,728,173,326,869,721,774,85,880,204,708,652,19,695,673,92,26,678,38,591,750,42,25,658,779,44,704,67,54,86,44,890,714,775,731,372,150,77,77,43,19
g__Oscillibacter;s__Oscillibacter sp. CAG:241,90,104,58,505,151,77,47,140,135,459,56,26,94,354,26,146,119,116,62,138,254,22,137,937,75,457,242,325,121,681,570,150,98,748,275,102,202,209,13,37,17,59,69,99,53,719,489,546,422,158,784,287,371,113,347,21,91,128,84,84
g__Prevotella;s__Prevotella sp. KHD1,23,44,21,81,56,47,35,82,81,14,17,44,32,935,42,52,55,23,38,8,28,50,542,25,7,27,13,41,52,71,30,0,14,11,14,7,10,8,5,11,5,19,33,34,16,45,33,23,10,7,27,20,24,8,45,67,7,11,31,12
g__Prevotella;s__Prevotella copri CAG:164,15,13,0,6,509,324,263,576,502,11,7,481,293,281,279,273,313,5,268,162,445,293,313,438,110,34,91,267,350,934,451,2,204,40,2,29,3,1,0,92,4,29,24,101,12,740,542,24,148,4,422,410,422,102,73,36,116,54,25,420
g__Clostridium;s__Clostridium sp. CAG:343,25,0,1,874,11,5,2,8,19,0,0,3,47,392,2,6,5,9,3,0,78,1,18,911,10,326,96,3,4,104,37,3,1,875,5,5,2,4,0,97,16,13,3,6,6,4,10,26,54,0,27,20,25,836,433,5,30,142,12,5
g__Dorea;s__Dorea longicatena,512,571,386,142,432,85,494,462,812,729,66,81,502,212,597,138,91,120,69,325,480,375,267,589,90,910,660,185,140,246,801,669,697,408,451,119,276,316,34,87,320,189,98,130,53,157,571,663,354,109,358,284,637,605,425,673,561,152,606,758
g__Unclassified;s__Firmicutes bacterium CAG:460,0,1,1,1,0,2,0,0,1,872,1,0,2,0,7,0,1,1,0,0,1,0,0,708,1,7,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,904,0,1,11,12,0,0,0,0,0,0,0
g__Faecalibacterium;s__uncultured Faecalibacterium sp.,423,510,164,641,527,532,609,628,413,612,197,572,229,671,230,550,704,733,324,295,388,345,718,770,301,663,755,675,619,891,525,537,440,587,684,632,568,638,294,467,259,382,422,673,285,715,444,771,642,490,542,535,661,491,526,160,472,333,472,601
g__Bacteroides;s__Bacteroides salyersiae,18,27,25,438,726,59,63,65,70,837,34,45,681,854,44,83,91,24,888,675,37,66,112,204,14,23,14,77,69,63,79,12,19,200,47,17,20,24,16,21,6,28,37,59,31,19,16,31,53,16,163,12,23,16,18,29,14,16,17,16
g__Alistipes;s__Alistipes putredinis,638,375,805,602,776,336,646,572,752,760,629,268,709,887,746,772,714,767,693,635,709,319,383,797,111,760,685,703,731,242,677,661,672,683,38,657,672,40,13,84,118,99,659,693,226,707,677,614,701,721,740,593,615,655,660,122,669,709,639,617
g__Clostridium;s__Clostridium sp. CAG:226,10,36,14,287,39,24,17,45,49,738,5,10,23,100,6,111,42,53,10,46,52,5,28,885,9,651,60,49,52,461,133,268,46,874,36,23,121,44,5,8,8,7,9,12,8,91,70,555,714,230,414,78,86,55,55,5,40,222,23,23
g__Bacteroides;s__Bacteroides sp. CAG:754,10,24,33,36,27,40,46,41,27,27,881,39,28,27,34,35,22,13,36,23,44,16,36,39,32,22,21,28,50,37,15,9,12,14,10,7,21,12,9,45,8,16,23,22,5,19,15,15,17,5,22,20,27,7,3,10,4,14,11,7
g__Unclassified;s__Firmicutes bacterium CAG:102,36,27,31,329,803,32,62,78,835,44,13,25,47,645,27,321,134,29,34,424,836,23,55,457,42,872,507,784,852,690,727,799,39,637,15,13,672,648,99,724,15,19,12,782,5,450,323,621,81,611,792,801,618,687,157,29,27,51,50,445
g__Eubacterium;s__Eubacterium sp. CAG:180,124,828,21,855,167,210,188,840,190,32,20,181,197,836,176,866,376,16,170,193,816,185,208,205,167,594,811,198,392,393,270,394,814,831,33,45,25,359,6,160,28,141,163,151,143,824,16,22,116,31,856,797,809,181,10,130,850,811,861,805
g__Coprococcus;s__Coprococcus comes,523,620,78,348,86,89,577,116,563,576,36,98,81,787,91,352,632,121,81,68,584,85,90,852,69,729,573,584,707,780,592,82,56,443,605,618,48,223,26,62,39,74,61,600,54,476,825,803,529,70,73,644,675,61,57,64,558,51,66,630
g__Clostridium;s__Clostridium sp. CAG:253,2,7,4,17,25,10,55,38,15,15,8,2,9,13,9,15,7,19,6,7,20,9,10,199,7,850,35,10,29,8,8,5,20,14,4,15,14,635,1,3,2,43,4,8,6,6,3,66,26,21,7,25,16,6,9,4,4,23,2,11
g__Bacteroides;s__Bacteroides plebeius,67,16,15,813,605,652,462,443,643,504,7,580,765,409,372,400,602,32,375,11,168,461,681,788,127,20,516,845,397,519,78,154,55,86,517,204,29,197,496,129,4,83,93,127,6,15,492,21,53,9,19,384,465,8,21,76,10,16,86,9
g__Roseburia;s__Roseburia hominis,349,242,32,516,570,127,837,596,735,537,66,291,108,315,80,419,617,654,113,205,585,98,117,579,61,653,527,652,744,319,195,663,332,654,609,284,719,665,41,707,23,662,652,80,120,626,507,684,357,422,632,776,761,725,430,48,103,691,78,69
g__Bacteroides;s__Bacteroides intestinalis CAG:315,146,10,7,52,56,57,825,125,45,9,7,50,55,468,41,173,47,11,441,166,372,204,83,16,4,83,160,169,179,28,17,11,28,115,4,2,9,131,1,7,2,3,5,342,2,365,7,132,325,128,108,5,4,17,135,1,31,399,2,119
g__Intestinimonas;s__Intestinimonas butyriciproducens,106,275,240,382,136,105,144,184,812,499,51,60,89,354,44,217,343,94,314,228,414,26,89,288,43,315,509,224,306,278,171,666,574,330,187,316,335,302,12,65,30,56,86,399,24,492,272,306,381,183,378,559,366,142,154,35,116,232,174,86
g__Flavonifractor;s__Flavonifractor plautii,630,607,736,656,630,475,536,632,664,536,468,436,662,551,508,443,803,536,510,662,711,529,536,424,527,493,493,559,681,698,481,692,594,420,496,476,613,758,569,703,544,465,684,663,627,593,678,519,593,557,447,484,352,491,795,520,526,630,419,189
g__Paraprevotella;s__Paraprevotella xylaniphila,16,16,16,241,58,70,54,217,58,18,162,49,61,83,54,215,788,28,62,15,24,54,50,22,6,107,13,51,66,168,13,7,6,139,16,13,7,3,8,8,13,6,9,17,15,27,19,11,10,6,187,10,10,13,21,5,10,12,6,52
g__Blautia;s__Blautia obeum,175,322,120,227,571,404,560,297,282,664,306,293,156,527,267,200,173,218,552,147,390,198,592,345,160,780,474,181,560,318,508,567,541,512,305,662,151,321,124,286,75,181,616,461,184,362,333,772,607,257,518,512,640,203,231,234,429,304,355,171
g__Clostridium;s__Clostridium sp. CAG:798,0,0,0,9,13,3,12,15,12,4,0,2,37,7,2,1,1,3,2,2,27,3,12,776,17,27,1,3,0,4,19,1,1,717,0,1,1,0,0,1,0,3,1,2,0,5,1,14,757,1,0,54,53,12,9,1,0,15,0,6
g__Bacteroides;s__Bacteroides cellulosilyticus,97,45,42,89,46,56,344,92,81,38,58,50,74,186,64,732,66,317,352,372,766,99,311,346,21,88,213,93,116,202,294,125,216,49,22,24,24,47,15,16,13,17,29,366,18,87,31,264,175,59,483,16,20,27,51,11,439,455,10,70
g__Unclassified;s__Firmicutes bacterium CAG:321,1,0,0,565,15,31,30,44,734,40,0,17,21,15,20,10,21,3,11,2,49,31,61,760,12,32,3,19,18,754,415,0,0,715,2,1,0,0,0,6,0,1,1,0,0,34,2,463,620,0,0,28,16,39,14,1,0,0,1,0
g__Bacteroides;s__Bacteroides clarus CAG:160,758,14,8,98,482,24,19,28,31,44,489,29,23,514,22,30,34,33,26,13,8,24,55,40,20,11,30,46,14,445,7,2,14,19,13,481,16,4,15,63,8,8,322,568,5,24,456,8,8,62,44,6,6,16,10,20,3,539,12,3
g__Fusicatenibacter;s__Fusicatenibacter saccharivorans,553,425,31,544,429,525,591,579,428,742,40,325,78,544,113,491,511,629,503,572,508,69,548,625,533,709,305,419,649,338,251,560,583,512,506,676,392,639,380,353,546,555,547,657,560,588,494,750,610,674,479,684,656,335,512,74,676,405,525,390
g__Roseburia;s__Roseburia faecis,145,66,32,642,689,609,684,746,180,605,597,573,167,633,154,179,559,545,589,617,567,146,192,623,58,558,614,551,621,149,551,479,619,549,307,602,604,650,22,60,66,504,130,572,314,513,54,650,720,630,85,688,707,529,258,58,550,539,77,319
g__Sutterella;s__Sutterella wadsworthensis,3,21,15,24,32,34,29,350,28,88,3,137,12,129,18,147,29,7,71,10,10,70,52,263,10,31,15,31,105,509,25,9,69,67,1,2,1,7,2,4,739,18,21,24,26,4,18,484,10,28,41,2,2,26,4,11,24,16,16,4
g__Eubacterium;s__uncultured Eubacterium sp.,66,91,67,124,245,69,109,84,93,110,54,67,78,166,44,104,88,82,69,74,116,70,88,166,42,201,730,90,115,123,101,71,90,136,64,86,103,101,35,82,32,56,79,84,48,97,109,155,145,104,107,144,157,80,72,39,95,67,75,99
g__Bacteroides;s__Bacteroides coprophilus,19,21,18,47,70,75,60,68,82,23,42,60,82,718,82,111,73,22,49,20,49,62,73,68,18,16,32,80,88,40,25,13,26,51,23,10,16,9,23,9,11,6,18,29,12,45,25,21,19,34,27,30,34,11,21,15,14,24,12,556
g__Clostridium;s__Clostridium sp. CAG:217,1,437,1,2,103,18,11,52,20,713,4,5,23,34,62,14,16,549,10,680,8,12,347,672,681,669,6,15,15,589,588,5,4,12,1,7,628,5,523,5,26,14,5,9,23,612,683,513,522,688,16,609,287,26,10,533,23,17,505,3
g__Megamonas;s__Megamonas funiformis,47,2,0,456,78,95,83,75,82,10,1,77,85,88,69,696,323,7,119,4,25,519,270,353,327,238,1,374,92,9,11,2,0,17,311,10,3,12,0,8,362,12,21,406,39,423,8,481,9,50,452,6,6,24,3,21,34,24,17,0
g__Bacteroides;s__Bacteroides finegoldii,110,287,492,565,187,131,161,202,165,166,395,142,175,628,163,209,515,128,222,91,138,175,692,474,136,601,511,655,192,167,73,76,118,111,86,59,388,88,62,362,77,70,473,104,43,114,295,469,112,66,428,50,83,115,94,29,64,90,52,34
g__Coprococcus;s__Coprococcus eutactus,17,31,12,54,635,34,48,51,162,296,24,31,36,84,19,48,59,35,45,27,84,23,50,688,50,244,46,34,57,271,34,51,28,46,25,32,22,53,8,26,10,35,18,19,477,34,33,72,115,30,203,198,245,324,256,13,45,35,22,22
g__Clostridium;s__Clostridium sp. CAG:508,0,0,0,2,29,15,12,10,5,1,0,12,320,12,26,8,7,0,12,0,2,8,64,13,0,6,0,15,14,3,0,2,0,10,0,1,0,0,0,0,1,0,0,0,0,683,0,2,13,0,0,2,1,2,0,1,0,1,0,0
g__Unclassified;s__Firmicutes bacterium CAG:83,396,431,259,305,465,341,67,445,459,516,370,69,316,612,86,366,401,440,400,473,437,38,393,623,426,572,499,518,428,440,552,495,360,675,552,449,585,554,58,377,22,334,401,406,333,609,502,482,369,484,541,544,510,434,450,22,429,444,425,198
g__Bacteroides;s__Bacteroides plebeius CAG:211,51,6,6,663,618,657,453,412,669,572,6,601,583,388,367,404,603,21,378,2,169,468,636,602,140,16,576,658,383,547,94,224,46,72,583,229,9,242,566,99,3,49,54,49,8,4,565,23,35,9,7,489,546,2,2,47,3,2,35,4
g__Alistipes;s__Candidatus Alistipes marseilloanorexicus,549,18,16,22,50,10,10,17,24,42,21,3,19,30,99,14,14,528,5,30,653,12,31,338,9,503,13,18,31,439,364,11,597,32,2,28,614,5,535,7,3,5,110,556,13,43,667,527,31,7,622,499,568,18,591,7,15,37,17,4
g__Alistipes;s__Alistipes finegoldii,254,193,355,238,319,78,129,299,363,431,95,64,185,585,324,324,356,334,169,450,634,169,124,608,329,286,103,97,321,357,176,238,445,347,42,55,661,123,492,17,21,220,326,624,41,309,385,507,367,583,646,474,511,75,66,28,484,247,40,192
g__Streptococcus;s__Streptococcus thermophilus,10,61,50,58,207,594,22,37,31,11,398,8,19,29,11,16,25,10,34,176,11,27,660,7,10,7,8,29,14,15,611,409,13,31,9,384,69,10,443,51,10,211,31,27,13,12,73,6,84,27,208,22,20,5,427,9,9,14,14,48
g__Unclassified;s__Firmicutes bacterium CAG:341,0,170,3,3,192,27,12,94,32,16,2,634,36,31,20,24,43,6,17,9,11,23,52,628,18,12,6,18,9,544,6,18,3,2,0,1,5,2,7,3,1,14,14,596,3,11,13,10,6,10,18,14,10,3,2,15,6,4,20,1
g__Prevotella;s__Prevotella stercorea,4,153,38,8,55,43,47,249,68,9,510,95,36,47,53,50,52,193,40,8,38,36,44,36,3,522,111,49,110,632,103,2,14,8,3,2,8,2,5,103,7,1,7,35,6,59,39,25,9,7,23,21,25,3,66,5,2,3,2,10
g__Unclassified;s__Lentisphaerae bacterium GWF2_44_16,1,0,12,0,0,0,0,0,0,34,0,0,2,26,0,1,0,15,0,0,584,0,0,17,1,630,0,0,0,22,1,0,0,305,0,0,0,0,0,0,0,0,0,23,0,0,0,188,1,1,102,0,0,0,3,0,0,0,0,0
g__Azospirillum;s__Azospirillum sp. CAG:260,2,2,214,136,110,48,0,2,62,1,13,0,0,428,0,3,1,53,0,0,619,5,2,387,5,628,135,1,0,12,573,0,2,15,0,1,0,0,136,16,0,1,2,0,0,0,0,1,1,0,6,1,1,0,13,0,0,0,3,1
g__Odoribacter;s__Odoribacter splanchnicus CAG:14,298,213,282,246,322,485,63,307,620,339,571,161,289,314,104,570,296,27,82,582,50,56,546,589,578,607,591,76,574,331,510,0,596,554,271,16,556,17,6,458,15,8,598,314,7,294,574,565,589,602,398,216,266,5,609,15,21,5,21,169
g__Unclassified;s__Clostridia bacterium UC5.1-1D10,602,528,598,27,17,25,84,559,345,5,7,396,14,20,7,23,12,125,20,13,14,14,12,22,603,12,9,25,35,16,10,17,12,8,2,3,8,2,3,8,67,7,552,15,6,8,607,4,7,11,14,11,8,15,3,75,551,600,464,2
g__Alloprevotella;s__Alloprevotella tannerae,0,2,1,2,2,6,5,3,11,0,2,4,3,11,1,3,3,7,19,0,2,602,8,8,2,8,33,2,4,3,0,5,0,0,0,0,0,1,0,0,3,0,10,2,4,0,1,9,5,4,5,3,3,0,2,0,0,0,1,1
g__Coprobacillus;s__Coprobacillus sp. CAG:235,336,0,1,103,407,8,577,323,466,580,2,5,10,494,2,394,6,10,2,0,426,7,54,230,534,376,601,1,435,150,304,437,416,244,418,2,328,177,369,23,3,538,546,227,2,5,302,479,337,414,380,475,468,437,529,462,550,224,519,71
g__Bacteroides;s__Bacteroides caccae,73,510,82,321,543,570,416,478,522,539,430,319,518,593,429,538,331,374,515,423,586,178,284,404,403,463,386,484,543,199,58,72,90,356,351,38,476,75,46,116,71,55,460,588,444,78,470,470,97,90,568,336,418,371,202,55,69,291,71,264
g__Clostridium;s__Clostridium sp. CAG:138,20,9,7,529,11,9,16,22,21,81,20,5,22,369,5,415,13,66,15,14,22,7,10,280,8,592,17,14,9,455,83,17,18,546,19,18,158,19,4,9,0,17,14,17,11,475,22,199,527,37,482,423,467,33,29,7,34,414,13,10
g__Eubacterium;s__Eubacterium sp. CAG:274,10,4,14,108,10,3,460,20,12,5,0,4,12,70,9,1,6,11,9,3,8,7,7,6,75,17,20,1,13,7,4,5,146,35,62,0,245,55,2,157,10,2,8,32,1,7,6,579,136,94,216,120,34,296,336,6,460,19,9,3
g__Dialister;s__Dialister sp. CAG:357,17,0,0,16,1,4,2,5,7,2,2,1,3,3,1,1,2,5,1,76,3,1,2,2,1,26,23,2,2,27,2,1,2,2,3,7,0,525,0,17,10,6,5,563,7,6,2,578,1,13,8,4,3,3,1,8,566,4,3,561
g__Parabacteroides;s__Parabacteroides goldsteinii,23,34,327,26,29,39,29,43,38,576,19,33,32,50,21,46,261,19,50,32,47,21,37,178,24,24,37,30,52,192,97,128,18,24,14,36,14,109,12,20,7,5,25,197,19,27,542,346,346,15,134,17,20,20,17,10,355,15,13,10
g__Clostridium;s__Clostridium sp. CAG:440,2,2,2,29,9,3,2,3,24,9,1,2,15,57,3,4,5,5,1,3,21,2,7,570,3,54,9,4,8,7,12,1,3,65,0,3,2,7,1,1,1,3,1,2,2,7,25,20,442,1,5,22,28,12,3,2,6,15,2,5
g__Ruminococcus;s__Ruminococcus sp. CAG:177,9,25,11,469,34,27,26,35,554,503,14,23,38,47,28,25,26,38,31,20,570,13,26,505,20,126,34,42,29,506,81,20,289,487,9,30,179,17,3,8,5,24,31,399,11,34,25,86,535,12,511,430,486,26,507,28,29,32,30,25
g__Bacteroides;s__Bacteroides coprocola,382,27,23,465,151,201,167,194,569,57,43,140,513,175,144,165,170,491,173,18,68,259,553,507,57,130,48,199,207,77,34,19,84,513,34,20,19,15,31,29,101,75,101,513,109,23,473,542,469,106,41,162,174,28,459,73,21,19,89,25
g__Sutterella;s__Sutterella sp. KLE1602,0,0,0,2,13,14,8,494,11,42,2,70,13,44,6,52,14,10,40,2,7,40,27,349,1,8,2,10,83,481,0,0,0,32,1,3,3,4,2,6,11,1,1,7,21,2,4,565,11,21,5,0,1,3,1,0,4,3,1,3
g__Unclassified;s__Lentisphaerae bacterium GWF2_45_14,1,1,16,6,0,0,0,1,0,23,3,0,2,18,0,0,0,15,0,0,488,1,0,13,0,551,1,0,0,16,1,0,0,271,1,0,0,0,0,0,0,0,0,17,0,0,0,152,0,0,95,1,1,0,6,0,0,2,0,1
g__Sutterella;s__Sutterella sp. CAG:521,3,1,1,5,9,12,12,12,15,92,7,36,16,526,11,39,7,1,99,7,2,90,77,13,2,7,5,10,93,111,5,3,4,91,0,3,2,5,2,0,0,5,6,2,4,4,3,13,5,2,5,4,3,2,2,0,279,5,4,5
g__Anaerotruncus;s__Anaerotruncus colihominis,219,118,167,140,160,77,79,84,157,203,80,39,247,214,38,79,103,359,176,496,162,253,160,114,397,252,226,181,160,127,80,312,307,152,58,138,264,371,146,255,295,109,241,522,420,163,516,107,149,334,146,246,128,355,132,319,196,170,117,56
g__Parabacteroides;s__Parabacteroides distasonis,302,326,328,411,321,399,314,316,460,380,274,287,341,515,306,323,300,315,346,401,349,290,413,295,308,370,245,338,343,412,216,264,235,186,364,192,282,207,255,250,70,60,254,390,268,317,280,108,375,250,262,139,214,62,223,236,250,248,160,117
g__Collinsella;s__Collinsella aerofaciens,262,499,10,176,179,145,234,308,4,99,2,6,9,111,244,87,178,3,3,4,6,16,6,219,77,306,262,108,209,174,316,11,274,258,12,298,6,391,6,174,3,5,263,187,4,283,446,110,334,366,172,55,146,5,2,5,349,5,3,383
g__Eubacterium;s__Eubacterium sp. CAG:115,32,6,2,493,2,2,4,9,5,10,2,1,6,33,0,6,4,7,10,2,6,0,7,8,0,14,7,4,4,15,1,6,5,13,2,1,4,9,0,1,5,3,1,6,1,6,5,100,10,7,6,9,12,91,10,1,6,12,2,3
g__Bacteroides;s__uncultured Bacteroides sp.,70,82,129,216,145,248,218,150,225,90,257,120,141,309,148,208,244,73,252,78,150,158,285,258,43,122,154,226,182,490,82,54,67,50,75,39,166,84,69,312,36,30,103,148,24,98,130,206,172,55,144,82,89,26,45,22,55,72,27,73
g__Blautia;s__[Ruminococcus] gnavus,424,427,467,51,69,368,219,148,304,92,357,273,471,98,420,136,111,79,239,372,160,399,418,165,359,238,390,132,358,181,51,255,90,70,84,141,280,288,335,371,363,361,449,444,382,335,394,97,144,329,120,141,228,92,188,361,347,75,241,214
g__Oscillibacter;s__uncultured Oscillibacter sp.,188,262,245,423,327,205,158,316,344,425,166,67,220,391,112,325,275,242,239,329,366,127,213,464,193,373,290,323,294,376,217,295,316,428,153,246,363,290,122,164,128,193,234,227,153,350,347,355,406,335,447,362,364,244,205,153,284,330,212,167
g__Bacteroides;s__Bacteroides dorei,147,204,154,226,271,361,241,341,283,287,243,195,172,390,227,273,340,370,309,240,313,150,272,285,178,273,217,249,456,248,232,86,148,247,236,115,174,124,108,288,147,57,229,258,158,238,247,163,244,138,243,215,269,189,290,119,127,234,135,163
g__Alistipes;s__Alistipes shahii,29,343,386,369,402,63,56,342,346,391,303,39,351,406,62,340,249,47,374,382,409,367,317,395,56,410,349,49,377,349,280,26,396,354,275,309,343,453,25,10,12,35,339,371,15,347,411,311,42,41,414,338,369,42,21,27,371,34,26,21
g__Oscillibacter;s__Oscillibacter sp. 1-3,84,256,139,431,308,238,131,315,295,379,92,63,80,418,34,306,278,46,117,345,268,29,116,453,71,411,360,316,295,415,308,361,224,441,249,120,389,348,54,110,32,46,134,137,94,407,252,367,452,352,405,397,400,251,149,69,242,281,39,111
g__Ruminiclostridium;s__[Clostridium] leptum,11,291,186,79,121,452,25,52,128,63,130,18,276,330,13,37,97,235,39,440,114,13,258,151,10,242,55,106,92,75,61,309,208,165,100,381,58,51,2,79,9,49,176,228,22,333,259,43,75,167,116,234,224,27,224,96,28,85,33,80
g__Prevotella;s__Prevotella sp. CAG:487,4,15,4,2,14,8,11,16,9,2,1,8,8,446,10,13,11,4,12,0,3,11,279,5,1,3,4,10,20,5,4,1,2,4,1,1,5,1,0,1,0,0,1,1,1,1,6,3,3,1,3,3,3,3,4,2,1,5,1,1
g__Tyzzerella;s__Tyzzerella nexilis,93,322,406,78,94,271,433,133,207,122,116,89,118,150,183,88,142,171,230,286,99,330,122,214,399,148,112,96,129,181,90,107,128,289,102,305,330,98,313,335,322,198,388,442,307,101,372,192,154,176,107,152,162,68,109,419,192,77,114,93
g__Bacteroides;s__Bacteroides intestinalis,285,35,28,237,60,77,304,74,60,30,34,58,63,329,87,381,75,66,356,398,324,407,196,65,31,180,345,339,353,109,61,85,98,301,29,23,31,286,21,39,19,7,22,436,28,223,27,405,185,313,299,13,15,37,307,9,79,297,10,64
g__Bacteroides;s__Bacteroides oleiciplenus,71,26,21,34,48,53,249,68,61,39,7,39,52,436,48,123,63,35,231,65,139,118,78,56,27,121,193,83,152,106,50,94,33,63,20,11,11,76,3,14,10,9,20,158,13,194,17,75,399,92,65,14,14,21,50,5,32,119,10,67
g__Dialister;s__Dialister invisus,6,68,1,375,35,24,21,434,24,6,1,294,321,153,47,26,15,25,34,322,23,21,76,319,22,230,320,39,73,13,36,300,37,73,104,297,22,266,67,13,344,312,328,35,329,3,365,25,350,400,61,425,359,397,309,34,187,415,388,16
g__Bacteroides;s__Bacteroides xylanisolvens,364,145,335,258,311,120,229,360,304,385,317,155,181,389,275,350,298,326,330,370,341,92,138,269,305,130,304,250,431,321,219,295,346,259,306,248,156,239,91,346,250,92,295,351,46,290,97,278,207,218,392,58,101,245,299,29,261,300,102,131
g__Prevotella;s__Prevotella sp. 109,8,12,4,9,77,105,81,111,107,15,11,71,76,107,84,430,111,9,82,5,13,93,87,403,12,37,6,86,418,10,2,1,5,2,4,1,3,0,4,4,1,2,1,5,4,9,7,3,11,4,5,3,6,0,3,0,2,2,1,3
g__Clostridium;s__Clostridium sp. M62_1,59,46,33,121,89,87,78,53,94,78,97,39,430,133,57,62,50,76,84,54,57,59,183,66,54,72,72,62,77,69,40,58,53,64,36,49,46,82,16,34,17,28,69,60,43,72,94,86,68,59,65,57,72,30,38,52,36,205,31,27
g__Prevotella;s__Prevotella sp. CAG:5226,1,11,3,8,60,42,46,60,60,2,2,59,50,51,38,46,207,1,45,2,16,49,38,8,5,4,51,39,62,416,18,2,1,3,2,2,3,2,2,39,4,1,1,21,3,26,22,16,6,6,5,6,7,4,5,1,3,2,3,4
g__Bacteroides;s__Bacteroides clarus,268,27,44,96,333,62,48,52,39,42,349,34,52,413,42,83,53,52,45,12,17,79,104,77,34,30,72,87,53,315,5,3,41,13,38,295,40,7,12,108,5,9,252,412,5,16,274,9,14,152,55,3,12,47,29,15,15,282,11,11
g__Prevotella;s__Prevotella sp. CAG:255,3,2,2,7,69,67,79,103,72,0,3,71,71,94,68,392,97,8,79,1,14,82,84,374,12,34,7,97,410,12,2,1,5,0,2,2,1,1,4,2,2,3,2,3,4,8,3,4,5,4,4,5,7,3,1,1,0,0,1,4
g__Unclassified;s__Prevotellaceae bacterium Marseille-P2831,5,43,14,10,46,34,39,85,40,5,22,51,39,46,42,50,181,13,39,6,27,35,36,22,7,28,55,41,48,410,30,6,10,15,10,11,7,5,1,53,8,2,4,30,9,48,21,28,11,6,17,13,14,2,7,4,6,2,4,12
g__Unclassified;s__Clostridia bacterium UC5.1-2F7,242,58,160,107,232,9,13,259,275,156,17,20,300,193,8,44,111,263,95,289,121,10,182,140,283,158,142,296,303,266,61,154,300,298,4,167,155,410,2,4,89,6,322,357,8,345,96,154,121,289,148,169,105,86,100,270,24,149,162,61
g__Alistipes;s__Alistipes senegalensis,33,102,271,117,63,13,11,68,70,306,210,16,57,167,19,60,38,47,164,409,71,66,72,229,17,256,44,75,71,203,53,23,81,260,22,28,188,112,20,4,3,7,76,302,22,216,80,43,37,24,276,68,82,11,12,5,75,19,10,11
